property_name,link,society,price,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id,rate,noOfFloor
"3 Bedroom House for sale in Thirumenahalli, Near Thanisandra Main Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-antaliea-homes-thirumenahalli-bangalore-north-1970-sqft-spid-I89268187,Antaliea Homes,2.5 Crore,Plot area 1970(183.02 sq.m.),3 Bedrooms,3 Bathrooms,1 Balcony,,"Thirumenahalli, Near Thanisandra Main Road, Bangalore",East,0 to 1 Year Old,"['Agarahara Government Hospital', 'Indigo Dental Care', 'Chaithanya Poly Clinic', 'Sri Ragavendra Poly Clinic', 'Varsha Hospital', 'MK Dental Excellence', 'Shadab Hospital', 'Amruth Hospital', 'Dhanavantri Hospital', 'Regal Hospital', 'Nisarga Poly Clinic', 'Saralaya Hospital', 'Venkateshwara Clinic', 'Sri Arogya Hospital', 'Dr. Ashwin clinic', ""Happy Pearl's Dental Clinic"", 'Valens Hospitals', 'Sapthagiri Hospital', 'Seven Hills Clinic', 'iDentist Family Dental Care', 'Karnataka bank', 'New Mast Punjabi', 'Golden Chariot Public School', 'Karnataka College', 'Reva University', 'BRPL Baketech Pvt LTD - Just bake']","East facing corner villa for sale/rent antaliya homes, yelahankaBrand new semi-Furnished villa no. 99 in antaliya homes, yelahanka. East-Facing plot with east-Facing entrance. Corner villa with two-Side roads, offering extra car parking space. Located in a well-Occupied gated community (95% occupancy).Built-Up area: 1970 sft
Configuration: 4 bedrooms | 4 bathrooms | home theatre | balconiesGround floor:
1 bedroom, common bathroom, hall, pooja room, furnished kitchenFirst floor:
2 furnished bedrooms with attached bathrooms, hall, small furnished study, balconySecond floor:
Home theatre / 4th bedroom, hall, common bathroom, balconyPremium quality construction with jaquar sanitary fittings and asian premium finish paint by asian paints (7-Year guarantee).Available for furnished rent or sale.","['Light', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Vaastu Compliant', 'Park']","['Connectivity3.9 out of 5', 'Lifestyle3.9 out of 5', 'Safety3.5 out of 5', 'Green Area3.4 out of 5']",I89268187,"₹12,690 /sqft",2 Floors
"3 Bedroom House for sale in Kengeri, Bangalore",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-gravity-aranya-kengeri-bangalore-west-3800-sqft-spid-H89350207,Gravity Aranya,3.5 Crore,Plot area 3800(353.03 sq.m.),3 Bedrooms,3 Bathrooms,3 Balconies,,"Kengeri, Bangalore",North-East,Within 3 months,"['Kengeri metro station', 'Asirvanam Benedict Church', 'Muneshwara temple', 'Axis bank ATM', 'Rajarajeshwari Hospital and Medical College', 'Hk Hospital', 'Belaku Eye Hospital', 'Mathru Hospital - Bangalore', 'KENGERI UPANAGARA Government Hospital', 'Sneha Jyoti Oldage home', 'The Patterns Club', 'Global Village Tech Park', 'Uco bank', 'IBS business school', 'Government school']","Available within three months, this under-Construction 3 bhk independent villa spans 3800 sq.Ft. At gravity aranya, kengeri, bangalore west. Featuring 3 bedrooms and 3 bathrooms, it offers a spacious layout in a growing community. Nearby amenities include kengeri metro, rajarajeshwari hospital, and axis bank atm, blending convenience with comfortable living.",[],"['Security / Fire Alarm', 'High Ceiling Height', 'Swimming Pool', 'Security Guard', 'Fitness Centre / GYM', 'Club house']","['Connectivity4.3 out of 5', 'Lifestyle4.1 out of 5', 'Safety4.1 out of 5', 'Green Area4.1 out of 5']",H89350207,"₹9,211 /sqft",3 Floors
"4 Bedroom House for sale in Whitefield, Bangalore",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-olympia-enchante-whitefield-bangalore-east-6170-sqft-spid-I89242707,Olympia Enchante,7 Crore,Built-up area: 6170 (573.21 sq.m.),4 Bedrooms,4 Bathrooms,1 Balcony,"Pooja Room,Store Room","Whitefield, Bangalore",South,1 to 5 Year Old,"['Looking Good Furniture', 'St. Theresa Novitiate', 'Sri Kalikamba Temple', 'Veeranjaneya Devasthana', 'Sri Devi Karumariamman Temple Mahadwara', 'Sri Devi Karumariamman Temple', 'Shree Ramakrishna Temple', 'Jamma Masjid', 'Rama temple', 'Agarwal Eye Hospital', 'Apoorva Dental Clinic', 'Vasan Eye Care', 'Sai Dental Clinic', 'Cure N Care Homoeopathic clinic', 'Hair Loss Treatment in Bangalore - Hairline International', '24x7 Pharmacy', 'National Pharma', 'Pushpa Medicals', 'V-Care Pharma', 'Apollo Pharmacy', ""Visitor's Car Park"", 'Vijaya bank', 'Syndicate bank', 'City union bank', 'The Biere Street', 'Chin Chin', 'Bhagini Park', ""Kolkata's"", 'Cafe Coffee Day', 'Pizza Hut PHD', 'Refresh', 'Moriz Restaurant', 'Blend - Royal Orchid Suites', ""Glen's Bakehouse"", 'Whitefield Dum Biriyani', 'Money Heist Bar & Restaurant', 'Herbs and Spices', ""Domino's Pizza"", 'Udupi Delecacy', 'Shri Lakshmi Vaibhava', 'Saffron Patch', 'manju wines', 'Mayuri', 'Bangalore Mandarin', 'Five Star Chicken', 'Neev School', 'Chrysalis Kids', 'Little Millenium', 'Vivero International Preschool', 'Kuvempu Smaraka Vidya Kendra School']","Available immediately, this 4 bhk independent villa in olympia enchante, whitefield, spans 6170 sq.Ft. Built 1-5 years ago, it offers 4 bedrooms and 4 bathrooms across its floors. Fully unfurnished, its ideal for those seeking a spacious home near key religious sites like sri kalikamba temple and convenient shopping at looking good furniture.","['4 Wardrobe', 'Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Connectivity4.4 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.2 out of 5', 'Green Area4.1 out of 5']",I89242707,"₹11,345 /sqft",1 Floors
"3 Bedroom House for sale in Sri Raghavendra Layout, Thammenahalli Village, Bangalore",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sri-raghavendra-layout-bangalore-north-1600-sqft-spid-M89285427,Independent House,2.5 Crore,Plot area 1600(148.64 sq.m.),3 Bedrooms,5 Bathrooms,2 Balconies,"Pooja Room,Others","Sri Raghavendra Layout, Thammenahalli Village, Bangalore",East,0 to 1 Year Old,"['ICRM City Church', 'Axis bank ATM', 'Axis bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Axis bank ATM', 'Canara bank ATM', 'Sapthagiri Hospital', 'Kruthika Hospital', ""St. Mary's Clinic"", 'Dr Saju George Kottakkal', 'Eskay Health Care', ""St. Mary's Pharmacy"", ""Visitors' parking"", 'Vijaya bank extension counter', 'Daily Bread', 'Himadri Veg', 'Sri Lakshmi Foods Court', 'Bombay Dine', 'Udupi Upara', 'Annapoorna Hotel', 'Soundarya Institute of Management', 'Academic Block Sapthagiri College', 'Sapthagiri College of Engineering', 'Chikka banavara railway station']","This is in bangalore north, near madavara metro station","['3 Bed', '8 Wardrobe', 'Fan', '1 Exhaust Fan', 'Light', '1 Modular Kitchen', 'No AC', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'High Ceiling Height', 'Recently Renovated']",[],M89285427,"₹15,625 /sqft",2 Floors
"10 Bedroom House for sale in Kadugodi, Bangalore",https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-kadugodi-bangalore-east-1404-sq-ft-r1-spid-X82089064,SRINILAYAM,3.3 Crore,Plot area 1404(130.44 sq.m.),10 Bedrooms,10 Bathrooms,3+ Balconies,,"Kadugodi, Bangalore",,1 to 5 Year Old,"['Channasandra metro station', 'Whitefield metro station', 'Kadugodi industrial area metro station', 'Vallasiddi Vinayaka Temple Chansandra', 'Sri Sri Sri Muneshwara Swamy Temple', 'Lady of Lourdes Chruch', 'Calvary Church', 'Punjab national bank ATM', 'Andhra bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Bhagwan Mahavir Jain Health Center', 'New Life Hospital bangalore', 'Sky Diagnostic Centre kumbena agrahara', 'Tele Rad RX DX Health care Pvt Ltd', 'Telerad RXDX Kadugodi', 'Icici bank', 'Axis bank', 'Ujjivan small finance bank', 'Manappuram finance bank', 'Karnataka bank', 'Coporation city bank', 'Bandhan bank', 'Idfc first bank whitefield', 'Adyar Ananda Bhavan', 'Shanmukha Restaurant', 'Om Sai Punjabi Dhaba', 'Thallasery Restaurant', 'Dosa Time', 'Abhiruchi', 'Cafe Coffee Day', 'Baskin Robbins', 'Chung WAH', 'Khan Saheb', 'Chandana Bakery', 'Bhagini Residency', 'New Uduppi Hotel', 'Aiswarya Malayali Hotel', 'Punjabi Kitchen', 'Delhi Mahal Restaurant', 'Divine Light Trust For The Blind', 'Whitefield Global School', 'MVJ College of Engineering', 'Apple Kids', 'Footprints Preschool and Daycare', 'Government Model middle school', 'Maple Bear Canadian Pre-School', 'Daffodil Pre School', 'Indus Early Learning Centre', 'Whitefield railway station']","Walkable to whitefield metro station
Walkable to belathur bus stop.
Only interested buyers reach me.
 
Price : 3.3 cr (Negotiable). Location details :
Sri nilayam
Belathur bus stop
Near : Anjaneya swami temple Site : 27 feet x 52 feet = 1404 sq.FeetG+3 floors:
G floor : 2bhk
1st floor : 1bhk + 1bhk + 1bhk
2nd floor : 1bhk + 1bhk + 1bhk
3rd floor : 1bhk + 1bhk + 1bhk
Facilities :
24/7 water (Own bore well with 2 inches of water) with 2 automatic filling system.
No water problem in all the seasons.Modular kitchen.
Furnished with tv unit, wardrobes and kitchen cabinets with steel baskets.
Led lights with motion sensor to save power.
Racold/bajaj 25 liters geyser.
Anti-Dust ceiling fans (Bedroom and hall).
All branded fittings.
2 wheeler parking.
Good ventilation and peace full place.
100% vasthu house.Pros :
S.No landmark distance
1 belathur bus stop 30 sec walk
2 auto stand 30 sec walk
3 anjaneya swamy temple 30 sec walk
4 axis hospital 1 min walk
5 domino's pizza restaurant 1 min walk
6 sri sathya sai baba ashram 5 min walk
7 whitefield railway station 6 min walk
8 whitefield metro station 6 min walkNear by all atm, hospitals and schools.","['11 Wardrobe', 'Fan', '1 Exhaust Fan', '11 Geyser', 'Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Connectivity4.4 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.3 out of 5', 'Green Area4.1 out of 5']",X82089064,"₹23,504 /sqft",3 Floors
"5 Bedroom House for sale in Samethanahalli, Near Whitefield, Bangalore",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-samethanahalli-bangalore-east-3600-sqft-spid-K89241167,"Samethanahalli, Near Whitefield, Bangalore, Bangalore East",2.5 Crore,Plot area 3000(278.71 sq.m.)Built-up area: 3600 sqft (334.45 sq.m.)Carpet area: 3500 sqft (325.16 sq.m.),5 Bedrooms,5 Bathrooms,3 Balconies,Others,"Samethanahalli, Near Whitefield, Bangalore",East,5 to 10 Year Old,"['Hdfc bank ATM', 'Coporation city bank', 'Karnataka bank', 'Manappuram finance bank', 'New Uduppi Hotel', 'Chandana Bakery', 'Government Model middle school']","Immediate availability of this 5 bhk independent house in samethanahalli, near whitefield offers 3000 sq.Ft. Of living space across 5 bedrooms and 5 bathrooms. The 5-10 year old property is unfurnished and conveniently located near multiple banks and eateries, providing both comfort and accessibility in bangalore east.",[],"['Vaastu Compliant', 'Water Storage', 'Visitor Parking']",[],K89241167,"₹8,333 /sqft",3 Floors
"2 Bedroom House for sale in Hampa Pura, Bangalore South",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-hampa-pura-bangalore-south-1000-sqft-spid-B89199331,assets aadhya,89 Lac,Plot area 1200(111.48 sq.m.)Built-up area: 1000 sqft (92.9 sq.m.)Carpet area: 900 sqft (83.61 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,"Pooja Room,Study Room,Servant Room,Others","Hampa Pura, Bangalore South",North-East,Within 6 months,[],"In the serene neighborhood of hampa pura, bangalore south, this under-Construction 2 bhk independent house offers 1200 sq.Ft. Of modern living space. Featuring 2 bedrooms and 2 bathrooms, the villa will be ready for possession within six months, promising a comfortable, well-Designed home in a developing locality.","['1 Water Purifier', 'Fan', '1 Fridge', '1 Geyser', '1 Stove', 'Light', '1 AC', '1 TV', '1 Curtains', '1 Bed', '1 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Chimney', 'No Dining Table', 'No Modular Kitchen']","['Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Park', 'Visitor Parking', 'Security Guard', 'Low Density Society', 'Rain Water Harvesting']","['Connectivity4 out of 5', 'Lifestyle4 out of 5', 'Safety4 out of 5', 'Green Area4.1 out of 5']",B89199331,"₹7,417 /sqft",2 Floors
"6 Bedroom House for sale in Andrahalli, Bangalore",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-andrahalli-bangalore-west-3580-sqft-spid-T89260129,Shree vasa,3.1 Crore,Plot area 1200(111.48 sq.m.)Built-up area: 3580 sqft (332.59 sq.m.),6 Bedrooms,5 Bathrooms,3 Balconies,"Pooja Room,Study Room","No 09, A Katha, Andrahalli, Bangalore",North-West,0 to 1 Year Old,"['Hanuman Temple', 'Ganapathi Temple', 'Canara bank ATM', 'Icici bank ATM', 'Shri Vishnu Ent Speciality Center', 'Thippenalli Government Hospital', 'S.S.G. Hospital', 'Government Primary Health Centre', 'Anupama hospital', 'Jai Maruthi Hospital', 'Anupama Hospital', 'Sri Harsha Medical Stores', 'Johnson & Smith Co.', 'Sri Lakshmi Venkateshwara Medicals', 'Peenya 2nd Stage', 'Indian oil pump', 'Essar', 'HP petrol pump', 'Petronas CNG Gas station', 'Shell gas station', 'Corporation bank', 'Canara bank', 'Mohan Cinema', 'Just Cake', 'Aithal Upahara Darshini', 'Indira Canteen', 'Doddmane hotel', 'Guru Darshani - Bhattra Hotel', 'Sanidhi', 'Majushree veg', 'Prajawal Nursing school', 'Government school', 'AM Fabrications']","Located in shree vasa, andrahalli, this nearly new 1200 sq.Ft. 5 bhk independent villa offers immediate availability. With 5 bedrooms and 6 bathrooms, the unfurnished home spans multiple floors and benefits from close proximity to temples, banks, and a specialty hospital. Ideal for those seeking a spacious residence in bangalore west.","['1 Water Purifier', 'Fan', '1 Fridge', '2 Geyser', '1 Stove', 'Light', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Bed', '3 Wardrobe', '1 Sofa', '1 Washing Machine', 'No AC', 'No Dining Table', 'No Microwave']","['Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Visitor Parking', 'Rain Water Harvesting']","['Connectivity3.9 out of 5', 'Lifestyle3.9 out of 5', 'Safety3.9 out of 5', 'Green Area3.9 out of 5']",T89260129,"₹25,833 /sqft",3 Floors
"5 Bedroom House for sale in Attibele, Bangalore",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-attibele-bangalore-south-1600-sqft-spid-R89187155,"Attibele, Bangalore, Bangalore South",2.95 Crore,Plot area 1600(148.64 sq.m.),5 Bedrooms,5 Bathrooms,3+ Balconies,"Pooja Room,Servant Room,Others","Attibele, Bangalore",,0 to 1 Year Old,"['Aastha Hospital', 'Elite Hospital', 'Sri Raghava Childrens And General Hospital', 'Sarathi Clinic', 'Saraswathi Healthcare', 'Shanvi Dental Clinic', 'N.R. Hospital', 'Shrinivasa Clinic', 'Attibele', 'Indian Oil', 'Indian Oil']",It is an independent villa. Bmid approval layout. Its located in ale golden harmony layout.,[],"['Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Guard', 'Low Density Society', 'Rain Water Harvesting', 'Club house']","['Connectivity4.4 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.1 out of 5', 'Green Area4.2 out of 5']",R89187155,"₹18,438 /sqft",3 Floors
"5 Bedroom House for sale in Sarjapur Road, Bangalore",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-arvind-forest-trails-sarjapur-road-bangalore-east-3891-sq-ft-spid-O89182285,Arvind Forest Trails,3.25 Crore,Built-up area: 3891 (361.49 sq.m.),5 Bedrooms,5 Bathrooms,2 Balconies,,"Sarjapur Road, Bangalore",East,Dec 2027,"['NH 648', 'Town Hospital Sarjapura', 'Sri Ram Public School', 'SVP Patel PU College', 'Clover Greens Golf Course and Resort', 'Azim Premji University', 'Oxygen Mall', 'Belandur Road Station', 'Aurbis Business Parks', 'The Oterra Hotel', 'M. Chinnaswamy Stadium', 'Kempegowda International Airport']","Property details:
 * villa type: 5bhk luxe model 
 * facing: East and vastu compliant
 * project: Arvind forest trails
 * location: Sarjapur
 * rera carpet area: 2465 sqft
 * additional area: 453 sqft
 * villa completion: Mid of 2027.
 * 15 acres, 250 villas, 15000sqft clubhouse, 1.2km forest trail, 25+ outdoor amenities, igbc certified homes, smart system enabled.
 Map:Abound with conveniences
* excellent connectivity to major it hubs
Rga tech park, global technology park, cessna business park,
Wipro and embassy tech village* great commute options
Proposed peripheral ring road, nice road (Nh 48) and outer ring road.
Nearest upcoming metro from the site: Iblur metro station, proposed metro through outer ring road
And carmelaram railway station* closer to the best of healthcare
Healthcare
Motherhood hospital, manipal hospital, sakra world hospital
And cloud nine hospital* home to recreational avenues
Fairfield by marriott, central mall bellandur, sarjapur social, byg brewski, decathlon
And doubletree suites by hilton hotel
* educational hubs
Dps east, oakridge international school, primus public school and 
The international school, azim premji university and indus international schoolModel villa video link:Https://youtube.Com/shorts/vgbwrk6vj3w?Si=hmch4m4smrp_mox6",[],[],"['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.2 out of 5', 'Green Area4 out of 5']",O89182285,"₹8,353 /sqft",3 Floors
"2 Bedroom House for sale in Udaya Nagar, Mahadevapura",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-udaya-nagar-bangalore-east-1800-sqft-spid-R89188687,"Udaya Nagar, Mahadevapura, Bangalore East",6 Crore,Plot area 1800(167.23 sq.m.),2 Bedrooms,1 Bathroom,No Balcony,,"Udaya Nagar, Mahadevapura",North,10+ Year Old,"['Vinayaka temple', 'Axis bank ATM', 'Sbh ATM', 'Federal bank ATM', 'Icici ATM', 'Cure N Care Hospital', 'Prakruti Hospital', 'Mahaveer Hospitals', 'CS Dental Clinic', 'Matrusree Clinic', 'Sri Vinayaka Clinic', 'Jeevan hospital', 'Savitha Multi Speciality Dental Clinic', 'Sai Smile Venue Dentist', 'S S Clinic', 'Spectrum Physio Centre', 'Dr. Ruchi Gupta', 'Feather Touch Dental Care', 'Deepam Eye Clinic', 'Shishu clinic', 'Garden City Polyclinic', 'Aashraya ENT Healthcare', 'Tooth Affair Dental Clinic', 'Tvacha Skin and Cosmetology Clinic', 'Heal & Comfort Homeopathic Clinic', 'Vedam Ayurveda Multi Speciality Hospital', 'Kottakkal Aryavaidyasala', 'Winter Mist Clinic', 'Dr. Ravi Ramachandra', 'Mahayogam Clinic', 'Padma Clinic', 'Sri Vinayaka Homeopathic Clinic', 'Shakthikrupa Nursing Home', 'Sparkle Dental Clinic and Healthcare', 'Aadhar Enrollment Center', 'Apollo Pharmacy', 'Trust', 'Care Medicals', 'State bank of india', 'State bank of india', 'Goli', 'Reddys', 'Punjab junction', 'Softy station', 'Bakers Park', 'HotPot', 'Bachpan', 'New Brilliant School', 'Mother Montessori House of Children Pre-school', 'Saraswati Vidya Mandir']","Located in udaya nagar, mahadevapura, this immediate-Sale 2 bhk independent house spans 1800 sq.Ft. The 10+ year old, north-Facing villa features ceramic flooring and overlooks the main road. With 2 bedrooms, 1 bathroom, and proximity to multiple atms, metro, railway station, and vinayaka temple, it offers practical urban convenience on a quiet street.",[],[],"['Connectivity3.9 out of 5', 'Lifestyle3.8 out of 5', 'Safety3.6 out of 5', 'Green Area3.6 out of 5']",R89188687,"₹33,333 /sqft",3 Floors
