property_name,link,society,price,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id
3 Bhk Bedroom Apartment Flat For Sale In Brigade Calista Budigere Cross Bangalore East 1743 Sqft Spid C90308744,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-brigade-calista-budigere-cross-bangalore-east-1743-sqft-spid-C90308744,,2.5 Crore,,Super Built-up area 1743(161.93 sq.m.)  sqft,3 Bedrooms,3 Bathrooms,2 Balconies,Study Room,"Budigere Cross, Bangalore",4th   of 18 Floors,East,Jun 2027,"['New Baldwin International School', 'Orion UPTOWN Mall', 'Raghuvanahalli - Hosakote Road', 'Sri Sathya Sai Hospital', 'Garden City University', 'White Field Metro Station', 'Kempegowda International Airport', 'SMVT Bengaluru Railway Station', 'NH 75 (Mangalore Villupuram Road)', 'Kempegowda International Airport', 'Brigade Signature Towers']","East facing apartment, brigade calista is strategically located at budigere cross, offering excellent connectivity to key parts of east bangalore. The project is just 3040 minutes from kempegowda international airport, 15 minutes from kr puram, and 20 minutes from whitefield, making daily commuting ...",[],[],"['Connectivity4 out of 5', 'Lifestyle3.9 out of 5', 'Safety3.8 out of 5', 'Green Area3.9 out of 5']",C90308744
Chaitra Greenwoods,https://www.99acres.com/chaitra-greenwoods-kr-puram-bangalore-east-npxid-r446544,Chaitra Greenwoods,,,,,,,,,,,,[],,[],[],"['Connectivity4.3 out of 5', 'Lifestyle4.2 out of 5', 'Safety4 out of 5', 'Green Area3.9 out of 5']",R446544
3 Bhk Bedroom Apartment Flat For Sale In Sjr Palazza City Sarjapur Road Bangalore East 1746 Sqft Spid R90261274,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sjr-palazza-city-sarjapur-road-bangalore-east-1746-sqft-spid-R90261274,,2.68 Crore,,Super Built-up area 1746(162.21 sq.m.)  sqft,3 Bedrooms,3 Bathrooms,1 Balcony,,"D-024, Sarjapur Road, Bangalore",2nd   of 19 Floors,East,1 to 5 Year Old,"['Centro Mall', 'National Highway 44', 'National Public School', 'Bangalore Technological Institute', 'SPARSH Hospital', 'Kempegowda International Airport', 'Bengaluru City Junction', 'ASC Golf Course']","Residential apartment
This is your chance to a 3 bhk apartment / flat for sale in sjr palazza city sarjapur road bangalore . Where luxury comes with affordability.Basic details:
You will love this bright and spacious 3 bedroom apartment with 3 bathrooms, modular kitchen, spacious hall and 1 balcon...","['3 Wardrobe', 'Fan', '3 Geyser', 'Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Vaastu Compliant'],"['Construction3.5 out of 5', 'Amenities3.5 out of 5', 'Management3.4 out of 5', 'Connectivity3.5 out of 5', 'Green Area3.6 out of 5']",R90261274
Courtyard By Vedant Suraksha,https://www.99acres.com/courtyard-by-vedant-suraksha-gottigere-bangalore-south-npxid-r434560,Courtyard By Vedant Suraksha,,,,,,,,,,,,[],,[],[],"['Connectivity4.2 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.1 out of 5', 'Green Area4 out of 5']",R434560
DS MAX SKYSISIRA,https://www.99acres.com/ds-max-skysisira-yelahanka-bangalore-north-npxid-r433805,DS MAX SKYSISIRA,,,,,,,,,,,,[],,[],[],"['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.1 out of 5', 'Green Area4.2 out of 5']",R433805
Elegant Hermitage,https://www.99acres.com/elegant-hermitage-rajarajeshwari-nagar-bangalore-west-npxid-r412165,Elegant Hermitage,,,,,,,,,,,,[],,[],[],"['Connectivity4.5 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.2 out of 5', 'Green Area4.4 out of 5']",R412165
Prestige Pine Forest,https://www.99acres.com/prestige-pine-forest-whitefield-bangalore-east-npxid-r433263,Prestige Pine Forest,,,,,,,,,,,,[],,[],[],"['Connectivity4.4 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.2 out of 5', 'Green Area4.1 out of 5']",R433263
Vaswani Starlight,https://www.99acres.com/vaswani-starlight-whitefield-bangalore-east-npxid-r426150,Vaswani Starlight,,,,,,,,,,,,[],,[],[],"['Connectivity4.4 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.2 out of 5', 'Green Area4.1 out of 5']",R426150
JRC Wild Woods,https://www.99acres.com/jrc-wild-woods-sarjapur-road-bangalore-east-npxid-r396695,JRC Wild Woods,,,,,,,,,,,,[],,[],[],"['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.2 out of 5', 'Green Area4 out of 5']",R396695
3 Bhk Bedroom Apartment Flat For Sale In Bren Aspera Budigere Cross Bangalore East 1096 Sqft Spid W90786468,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bren-aspera-budigere-cross-bangalore-east-1096-sqft-spid-W90786468,,1.9 Crore,,Carpet area: 1096 (101.82 sq.m.)  sqft,3 Bedrooms,3 Bathrooms,2 Balconies,,"1207, Budigere Cross, Bangalore",12nd   of 26 Floors,,0 to 1 Year Old,"['S.N Hospital', 'Paripoorna Prajna International School', 'NH75', 'Orion Uptown Mall', 'Garden City University', 'The Zuri Whitefield', 'SMVT Bengaluru Station', 'Embassy Manyata Business Park', 'Kempegowda International Airport', 'Ujwala Vidyalaya metro station', 'Bhattarahalli Indoor Stadium', 'Meg Golf Course', 'Fun World Amusement Park']","Constructed on a carpet area of 1096 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. This flat is situated on the 12th floor of this 26 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. All the mo...",[],[],"['Connectivity4 out of 5', 'Lifestyle3.9 out of 5', 'Safety3.8 out of 5', 'Green Area3.9 out of 5']",W90786468
Sobha Manhattan Towers Town Park,https://www.99acres.com/sobha-manhattan-towers-town-park-yadavanahalli-bangalore-south-npxid-r377702,Sobha Manhattan Towers Town Park,,,,,,,,,,,,[],,[],[],[],R377702
Sobha Infinia,https://www.99acres.com/sobha-infinia-agara-village-bangalore-south-npxid-r430930,Sobha Infinia,,,,,,,,,,,,[],,[],[],"['Connectivity3.8 out of 5', 'Lifestyle3.9 out of 5', 'Safety3.7 out of 5', 'Green Area3.9 out of 5']",R430930
2 Bhk Bedroom Apartment Flat For Sale In Yadavanahalli Bangalore South 868 Sqft Spid I86646328,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-yadavanahalli-bangalore-south-868-sqft-spid-I86646328,,1.25 Crore,,Built-up area: 868 (80.64 sq.m.)  sqft,2 Bedrooms,2 Bathrooms,1 Balcony,,"Sobha Brooklyn Towers Townpark, Yadavanahalli, Bangalore, Yadavanahalli, Near Hosur Road, Bangalore",17th   of 36 Floors,East,Under Construction,"['Shree Pashwanath Sushil Dhaam', 'Shrinivasa Clinic', 'Sarathi Clinic', 'Sri Raghava Childrens And General Hospital', 'Aastha Hospital', 'Elite Hospital', 'Attibele']","Residential apartment
This is your chance to a 2 bhk apartment / flat for sale in yadavanahalli near hosur road bangalore . Where luxury comes with affordability.Basic details:
You will love this bright and spacious 2 bedroom apartment with 2 bathrooms, modular kitchen, spacious hall and 1 balconi...",[],"['Security / Fire Alarm', 'Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Guard', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house']",[],I86646328
Prestige Finsbury Park,https://www.99acres.com/prestige-finsbury-park-bagalur-bangalore-north-npxid-r345643,Prestige Finsbury Park,,,,,,,,,,,,[],,[],[],"['Construction4 out of 5', 'Amenities4.3 out of 5', 'Management4.1 out of 5', 'Connectivity3.9 out of 5', 'Green Area4.1 out of 5']",R345643
Elegant Takt Tropical Symphony,https://www.99acres.com/elegant-takt-tropical-symphony-yelahanka-bangalore-north-npxid-r434725,Elegant Takt Tropical Symphony,,,,,,,,,,,,[],,[],[],"['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.1 out of 5', 'Green Area4.2 out of 5']",R434725
SS Serenity,https://www.99acres.com/ss-serenity-sarjapur-road-bangalore-east-npxid-r442636,SS Serenity,,,,,,,,,,,,[],,[],[],"['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.2 out of 5', 'Green Area4 out of 5']",R442636
2 Bhk Bedroom Apartment Flat For Sale In Elv Kingsland Whitefield Bangalore East 1250 Sqft Spid T88096992,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-elv-kingsland-whitefield-bangalore-east-1250-sqft-spid-T88096992,,1.44 Crore,,Super Built-up area 1250(116.13 sq.m.)  sqft,2 Bedrooms,2 Bathrooms,1 Balcony,,"Whitefield, Bangalore",3rd   of 14 Floors,East,0 to 1 Year Old,"['Kadugodi Tree Park Metro Station', 'Nexus Whitefield', 'Gopalan International School', 'Garden City University', 'Brookefield Multi Speciality Hospital', 'Kempegowda International Airport', 'Kempegowda International Airport', 'Whitefield Railway Station', 'International Tech Park Bangalore', 'Vivanta Bengaluru, Whitefield', 'Funworld water park', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']","Elv kingsland is one of the most popular destination for buying apartments/ flats in whitefield, bangalore east. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is facing the east direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balco...",[],['Piped-gas'],"['Connectivity4.4 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.2 out of 5', 'Green Area4.1 out of 5']",T88096992
4 Bhk Bedroom Apartment Flat For Sale In Adarsh Greens Prakruthi Nagar Bangalore North 1995 Sq Ft Spid M89162291,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-adarsh-greens-prakruthi-nagar-bangalore-north-1995-sq-ft-spid-M89162291,,2.4 Crore,,Super Built-up area 1995(185.34 sq.m.)  sqft,4 Bedrooms,3 Bathrooms,2 Balconies,,"Prakruthi Nagar, Bellari Road",2nd   of 12 Floors,East,Within 3 months,"['Goraguntepalya', 'The Galleria Mall', 'Kogilu Main Road', 'NH 44', 'KNS Institute of Technology', 'Regal Multi Specialty Hospital', 'Kempegowda Int. Airport', 'Yelahanka Junction', 'NorthGate Office Park', 'The Leela Bhartiya City', 'Fun World Amusement Park', 'MEG Golf Course']","Located in adarsh greens, prakruthi nagar, this under-Construction 4 bhk flat offers 1995 sq.Ft. Of unfurnished space on the 2nd floor of a 12-Floor high-Rise. Available within 3 months, it includes 3 bathrooms and access to a gym, clubhouse, pool, and parking. Benefits from nearby metro, shopping, ...",[],['Vaastu Compliant'],[],M89162291
1 Bhk Bedroom Apartment Flat For Sale In Varthur Bangalore East 691 Sq Ft Spid Z88389306,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-varthur-bangalore-east-691-sq-ft-spid-Z88389306,,80 Lac,,Super Built-up area 691(64.2 sq.m.)Carpet area: 492 sqft (45.71 sq.m.)  sqft,1 Bedroom,1 Bathroom,1 Balcony,,"Varthur, Bangalore",21st   of 24 Floors,East,Mar 2027,"['Looking Good Furniture', 'Dharmaraya Swamy Temple', 'St. Theresa Novitiate', 'Sri Kalikamba Temple', 'Venkateshwara Temple', 'Kotak mahindra bank ATM', 'Hdfc bank ATM', 'Hair Loss Treatment in Bangalore - Hairline International', 'Revive Aesthetic Clinic Skin Hair And Laser Center', 'Government Hospital', 'Dentawell', 'Vignesh medicals', '24x7 Pharmacy', 'Rajeshwari Pharma Shop', 'Shell', 'Canara bank', 'Karur vysya bank', 'Karur vyshya bank & atm', 'Vinayaka Cinema', 'Jagriti Theatre', 'Amphitheater', 'Unwind Island Restaurant', 'Damadhish Fine Dine - Family Restaurant', 'Saffron Patch', 'Udupi Delecacy', 'The Fat Chef', ""Domino's Pizza"", 'Cafe Bel Cibo Patio', 'Cream Stone', 'Daily Sushi', 'Toscano - Wine collection', 'The Farmhouse Kitchen & Bakery', 'Chez Mariannick', 'Bhagini Iris', 'Chez Mariannick Bakery & Restaurant', 'Bhagini Park', 'The Biere Street', 'Mainland China', 'Sigree Global Grill', 'Chin Chin', 'Cafe Coffee Day', ""Kolkata's"", 'Pizza Hut PHD', 'Chai Point', 'Refresh', 'Neev School', 'Bright Beginnings Preschool', 'Chrysalis Kids', 'The Dunmore House Preschool']","20 acres luxury project in high growing varthur gunjur area, packed with ameneties, 85000 sqft club house with roof top temperature controlled infinity swimming poolThere are 5 tech parks in the vicinity of 5 kms coming up in the future with immense potential to grow",[],"['Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Connectivity4.3 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.1 out of 5', 'Green Area4 out of 5']",88389306
1 Bhk Bedroom Apartment Flat For Sale In Bren Champions Square Mullur Bangalore East 746 Sqft Spid I89600032,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-bren-champions-square-mullur-bangalore-east-746-sqft-spid-I89600032,,91 Lac,,Super Built-up area 746(69.31 sq.m.)Carpet area: 497 sqft (46.17 sq.m.)  sqft,1 Bedroom,1 Bathroom,1 Balcony,,"A108, Mullur, Sarjapur Road",1st   of 18 Floors,West,1 to 5 Year Old,"['Decathlon Sarjapura', 'Soul Space Spirit Central Mall', 'Delhi Public School, Bangalore East', 'New Horizon College of Engineering', 'Patel Group of Institutions', 'Oakridge International School', 'Apollo Clinic', 'Karmelaram Station', 'Wipro Limited – SEZ', 'Embassy TechVillage', 'IndiQube Alpha', 'Ecospace, Devarabisanahalli', 'RMZ Ecoworld', 'KIDZTOPIAA', 'Barbeque Nation,  Doddakannelli']","Residential apartment
This is your chance to a 1 bhk apartment / flat for sale in bren champions square mullur sarjapur road . Where luxury comes with affordability.Basic details:
You will love this bright and spacious 1 bedroom apartment with 1 bathrooms, modular kitchen, spacious hall and 1 balc...","['1 Wardrobe', '1 Geyser', '1 Stove', 'Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Vaastu Compliant']","['Construction4.3 out of 5', 'Amenities4.2 out of 5', 'Management4.3 out of 5', 'Connectivity4.1 out of 5', 'Green Area4.2 out of 5']",I89600032
3 Bhk Bedroom Apartment Flat For Sale In Varthur Road Bangalore East 1680 Sq Ft Spid Q87156682,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-varthur-road-bangalore-east-1680-sq-ft-spid-Q87156682,,2.1 Crore,,Built-up area: 1680 (156.08 sq.m.)  sqft,3 Bedrooms,2 Bathrooms,3 Balconies,,"Varthur Road, Bangalore",20th   of 27 Floors,,Dec 2026,"['Big Bazaar', 'Venkateshwara Temple', 'Temple', 'Bangalore Pet Hospital', 'Hear2Speak Clinic', 'Sofiyacare Skin And Hair Clinic', ""Dr Desai's Micro Lab"", 'SRL Diagnostics', 'Karunashraya', 'Rajeshwari Pharma Shop', 'Trust Chemist and Drugs', 'Apollo Pharmacy', 'A K Medicals', 'Apollo Pharmacy', 'SKRCC Parking', 'HDFC Bank Parking', 'Karur vyshya bank & atm', 'Karur vysya bank', 'Wokantava', 'Cheeky Bites', 'Cafe Coffee Day', 'Karma Foods', 'Fun Foods', 'Biryani Zone', 'Sigree Global Grill', 'Mainland China', 'KFC', 'Chez Mariannick Bakery & Restaurant', 'Nandhini', 'Bhagini', 'Deckers Lane', 'M M A Kababs', 'Nandini wines.', 'Bake Master', 'Gusto pizza', 'Basaveshwara Khanavali', 'Subway And New Zealand Naturals Icecream', 'Sri Gajanana Juice Center', 'Bhagini restaurant', 'Lassi Corner', 'Litti House', 'Sura Whine Shop', 'Eatoz', 'Kritunga restaurant', 'Energizer', 'Imperio hotel', 'Punjabi Khanna', 'Golconda Chimney', 'Akash Iit Jee', 'Vibgyor High Marathahalli']","Residential apartment
This is your chance to a 3 bhk apartment / flat for sale in varthur road bangalore . Where luxury comes with affordability.Basic details:
You will love this bright and spacious 3 bedroom apartment with 2 bathrooms, modular kitchen, spacious hall and 3 balconies.The balcony of...",[],"['Security / Fire Alarm', 'Water Storage']","['Connectivity3.6 out of 5', 'Lifestyle3.7 out of 5', 'Safety3.6 out of 5', 'Green Area3.7 out of 5']",Q87156682
2 Bhk Bedroom Apartment Flat For Sale In Bollineni Silas Kadugodi Bangalore East 1085 Sqft Spid K89071448,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bollineni-silas-kadugodi-bangalore-east-1085-sqft-spid-K89071448,,,,,,,,,,,,,[],,[],[],[],K89071448
1 Bhk Bedroom Apartment Flat For Sale In Ivory At Brigade Orchards Devanahalli Bangalore North 764 Sqft Spid V90101486,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-ivory-at-brigade-orchards-devanahalli-bangalore-north-764-sqft-spid-V90101486,,80 Lac,,Super Built-up area 764(70.98 sq.m.)  sqft,1 Bedroom,1 Bathroom,1 Balcony,Study Room,"Devanahalli, Bangalore",11st   of 14 Floors,,0 to 1 Year Old,"['Signature Club Resort', 'Jnana Jyothi Public School', 'The Arcade', 'Akash Group of Institutions', 'RFC Football Academy', 'Ramaiah Leena Hospital', 'NH 44', 'Devanahalli Yeliyur Road', 'Kempegowda International Airport']","Own a ready-To-Move home in brigade orchards1 bhk + study | 764 sq. Ft. | oc received | unfurnishedA smartly designed home in one of north bangalores most desirable townships.
This unfurnished 1 bhk + study gives you the flexibility to create your interiors exactly the way you want.Set within ...",[],[],"['Connectivity4.2 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.1 out of 5', 'Green Area4.2 out of 5']",V90101486
2 Bhk Bedroom Apartment Flat For Sale In Sobha Madison Heights Electronic City Bangalore South 1339 Sqft Spid A89390609,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sobha-madison-heights-electronic-city-bangalore-south-1339-sqft-spid-A89390609,,2.2 Crore,,Super Built-up area 1339(124.4 sq.m.)  sqft,2 Bedrooms,2 Bathrooms,1 Balcony,Study Room,"Electronic City, Bangalore",40th   of 41 Floors,West,Dec 2030,"['Sri Sai Hospitals', 'SVVN PU College', 'National Highway 44', 'Nazareth School', 'Heelalige Station', 'Bommasandra Metro Station', 'Anthivadi Stadium', 'Infosys Golf Course', 'Kempegowda International Airport']","A premium 2.5 bhk apartment with a dedicated study/office room is available for sale in sobha madison heights, part of the iconic sobha townpark township on hosur road, near electronic city.Spanning 1,339 sq. Ft., this thoughtfully designed home is located on the 40th floor and features an east-Fa...",[],[],"['Connectivity4.4 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.1 out of 5', 'Green Area4.1 out of 5']",A89390609
"2 BHK Flat in Singasandra, Hosur Road",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tvs-emerald-jardin-singasandra-bangalore-south-946-sq-ft-spid-Q90746876,TVS Emerald Jardin,1.2 Crore,"₹12,685 /sqft",Carpet area: 946 (87.89 sq.m.)  sqft,2 Bedrooms,2 Bathrooms,1 Balcony,,"Singasandra, Hosur Road",15th   of 18 Floors,West,0 to 1 Year Old,"['Hosa Road Metro Station', 'Nexus Mall Koramangala', 'Chennekothapalli Road', 'Relic International School', 'Dayananda Sagar University', 'Hospitec Multispeciality Hospital', 'Kempegowda International Airport', 'Karmelaram Railway Station', 'JP Software Park', 'The Leela Palace Bengaluru', 'ASC Golf Course', 'Atal Bihari Vajpayee Stadium']",Proximity to singasandra metro (2 kms) and electronic city. It's just 3 kms distance from hp avenue and crown plaza hotel.The price is fully paid up to the builder and its pending for registration. In case you wish to contact please only contact or call on whatsapp only at the number given,[],[],"['Connectivity4.3 out of 5', 'Lifestyle4.1 out of 5', 'Safety4 out of 5', 'Green Area4 out of 5']",Q90746876
